artist,country,gender,language,popularity_bin,train_popularity,iteration_1_exposure,iteration_2_exposure
Ally Kerr,UK,Male,0,low,5.816151452583825e-05,0.0,0.0
Darwin Deez,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Dexter Wansel,US,Male,en,low,5.816151452583825e-05,0.0,0.0
David Cook,US,Male,en,mid,8.724227178875738e-05,8.317904999927444e-05,0.0
Langhorne Slim,US,Male,en,high,0.0004216709803123273,0.00017960221379648811,0.00022957282547903204
Gordon Lightfoot,CA,Male,en,low,7.270189315729782e-05,0.0,0.0
Julia Brown,BR,Female,en,low,5.816151452583825e-05,0.0,0.00012476857499891167
Dua Lipa,UK,Female,0,mid,0.0002035653008404339,0.0,0.0
Emma Blackery,UK,Female,en,mid,0.00013086340768313608,0.0,0.0
Kayzo,US,Male,en,mid,0.00015994416494605519,0.0,0.00015744041255505052
Sisqó,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Blueface,US,Male,en,high,0.0005525343879954634,0.00025173462672046967,0.0
Fenne Lily,UK,Female,0,low,7.270189315729782e-05,0.0,0.0
Evidence,US,Male,en,mid,0.00017448454357751477,0.00015531146292325598,0.00043212511805217687
Michelle Williams,US,Female,en,mid,0.00017448454357751477,0.0,0.0
Ness Nite,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Gretta Ray,AU,Female,en,low,4.362113589437869e-05,0.0,0.0
Rexx Life Raj,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Eliane Elias,BR,Female,no_lyrics,mid,0.0001163230290516765,0.0,0.0
Washed Out,US,Male,en,mid,0.00014540378631459563,0.00010746980087250656,7.511816718184699e-05
Al Stewart,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Raleigh Ritchie,UK,Male,en,mid,0.00018902492220897432,0.0,0.0
Tiny Tim,FR,Female,en,low,1.4540378631459563e-05,0.0,0.0
Madilyn Bailey,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
The Avener,FR,Male,en,mid,0.0002762671939977317,0.0,0.0
Eric Burdon,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Almir Sater,BR,Male,pt,low,7.270189315729782e-05,0.0,0.0
EKENA,BR,Female,0,low,4.362113589437869e-05,0.0,0.0
Ocean Wisdom,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Salvatore Adamo,BE,Male,0,low,5.816151452583825e-05,0.0,0.0
Ken Laszlo,IT,Male,en,low,1.4540378631459563e-05,0.0,0.0
Agent Orange,US,Male,en,mid,8.724227178875738e-05,0.00033704262635153863,0.0
Natasha Bedingfield,UK,Female,en,low,1.4540378631459563e-05,0.0,0.0
Rui Da Silva,PT,Male,no_lyrics,low,5.816151452583825e-05,0.0,0.0
Julie Fowlis,UK,Female,0,high,0.0007270189315729781,0.0,0.0
Susan Sarandon,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Eyedress,PH,Male,en,low,1.4540378631459563e-05,0.0,0.0
Noga Erez,IL,Female,en,low,1.4540378631459563e-05,0.0,0.0
Julian Cope,UK,Male,en,low,5.816151452583825e-05,0.0,0.0
Fennesz,AT,Male,no_lyrics,mid,0.00014540378631459563,0.0,0.0
Denise LaSalle,US,Female,en,low,7.270189315729782e-05,0.0,0.0
Conchita Wurst,AT,Female,en,low,7.270189315729782e-05,0.0,0.0
D.D Dumbo,AU,Male,en,low,2.9080757262919125e-05,0.0,0.0
Valerie Broussard,UK,Female,en,mid,0.00015994416494605519,8.888692627967726e-05,0.0
Blind Boy Fuller,US,Male,en,low,7.270189315729782e-05,0.0,0.000190648850871781
Dirty Beaches,CA,Male,no_lyrics,low,1.4540378631459563e-05,9.653414698596486e-05,0.0
Femi Kuti,NG,Male,en,mid,8.724227178875738e-05,0.00024953714999782333,0.0
Natalia Oreiro,UY,Female,es,low,4.362113589437869e-05,0.0,0.0
Tamino,BE,Male,en,high,0.0007124785529415186,0.0003157376297361719,0.00024953714999782333
Jason Isbell and The 400 Unit,US,Male,en,mid,0.00026172681536627216,0.0,8.317904999927444e-05
Vicki Sue Robinson,US,Female,en,low,4.362113589437869e-05,0.0,0.0
BJ The Chicago Kid,US,Male,en,mid,0.00018902492220897432,8.317904999927444e-05,7.213241292398154e-05
Louis Tomlinson,UK,Male,0,high,0.0019047896007212029,0.0009624778502172998,0.0
Zé Ramalho,BR,Male,pt,low,1.4540378631459563e-05,0.0,0.0
Maite Perroni,MX,Female,es,low,1.4540378631459563e-05,0.0,0.0
OG Maco,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Blue Stahli,US,Male,en,high,0.0012068514264111437,0.00450412622439938,0.005026288949406784
Oxxxymiron,UK,Male,no_lyrics,mid,0.0002471864367348126,0.0009653414698596486,9.653414698596486e-05
Ana Carolina,BR,Female,pt,mid,8.724227178875738e-05,0.0,0.0
Moritz Krämer,DE,Male,de,low,2.9080757262919125e-05,0.0,0.0
Nestor En Bloque,AR,Male,0,low,1.4540378631459563e-05,0.0,0.0
Joe Cocker,UK,Male,en,high,0.0004071306016808678,0.0,0.0
Samuel E. Wright,US,Male,no_lyrics,low,2.9080757262919125e-05,0.0,0.0
Kat DeLuna,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Mark Kozelek,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Hiroshi Yoshimura,JP,Male,0,low,4.362113589437869e-05,0.0,0.0
Carlie Hanson,US,Female,en,low,5.816151452583825e-05,0.0,0.0
Eddy Huntington,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Pharmakon,US,Female,en,low,5.816151452583825e-05,0.0,0.0
Pedro Sampaio,BR,Male,pt,high,0.0007706400674673569,0.0024901419393001563,0.008127885706940416
Şebnem Ferah,TR,Female,tr,low,2.9080757262919125e-05,0.0,0.0
Luiza Lian,BR,Female,0,mid,8.724227178875738e-05,9.653414698596486e-05,0.0
Marteria,DE,Male,de,low,5.816151452583825e-05,0.0,0.0
Marcelo Camelo,BR,Male,pt,low,1.4540378631459563e-05,0.0,7.872020627752526e-05
Clueso,DE,Male,de,high,0.0010614476400965481,0.0,0.0
Dawn Richard,US,Female,en,high,0.002239218309244773,0.0007125039256612667,0.00018258796805435353
Darius Rucker,US,Male,en,high,0.0003925902230494082,0.00010746980087250656,0.00010746980087250656
Miracle of Sound,IE,Male,en,mid,0.0002762671939977317,0.0003216695629218049,0.0
Yola,UK,Female,en,low,2.9080757262919125e-05,0.0,0.0
Ira Losco,MT,Female,en,low,2.9080757262919125e-05,0.0,0.0
Vira Talisa,ID,Female,en,mid,0.00010178265042021695,0.0,0.0
Srbuk,AM,Female,en,high,0.00030534795126065085,7.511816718184699e-05,0.0
Jason Derulo,US,Male,en,mid,0.00013086340768313608,0.0,0.0
Neal Acree,US,Male,no_lyrics,high,0.00030534795126065085,9.653414698596486e-05,0.0
Kontra K,DE,Male,de,low,4.362113589437869e-05,0.0,0.0
Luciano Pavarotti,IT,Male,it,low,7.270189315729782e-05,0.0,0.0
Havana Brown,AU,Female,en,low,1.4540378631459563e-05,0.0,0.0
Juana Molina,AR,Female,es,low,1.4540378631459563e-05,0.0,0.0
Cashmere Cat,NO,Male,en,mid,0.00014540378631459563,0.0,0.0
Mikal Cronin,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Brandon Flowers,US,Male,en,mid,0.00014540378631459563,0.0,0.0
Anna Burch,US,Female,en,low,7.270189315729782e-05,8.888692627967726e-05,0.0
Jonathan Davis,US,Male,en,high,0.00037804984441794864,0.0004183933151136795,0.00022957282547903204
Jackie DeShannon,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Christoph De Babalon,DE,Male,no_lyrics,low,4.362113589437869e-05,0.0,0.0
Margaret,PL,Female,pl,low,1.4540378631459563e-05,0.0,0.0
T.I.,US,Male,en,mid,0.00014540378631459563,0.0,0.0
Percy Sledge,US,Male,en,high,0.00029080757262919127,0.0,0.0
Dawes,NL,Male,en,mid,8.724227178875738e-05,0.0,0.0
Ronan Keating,IE,Male,en,high,0.00030534795126065085,0.0,0.0
Karen Dalton,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
William Onyeabor,NG,Male,en,low,1.4540378631459563e-05,0.0,0.0
Amber Arcades,NL,Female,0,low,1.4540378631459563e-05,0.0,0.0
Peter Sarstedt,UK,Male,no_lyrics,mid,8.724227178875738e-05,0.0,0.0
Woodkid,FR,Male,en,mid,0.00018902492220897432,0.0,0.0
Shade Sheist,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Adriana Caselotti,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Dol Ikara,US,Female,0,low,1.4540378631459563e-05,0.0,0.0
Nicole Dollanganger,CA,Female,en,low,2.9080757262919125e-05,0.0,0.0
Glen Campbell,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Emilie Nicolas,NO,Female,en,mid,8.724227178875738e-05,0.0,0.0
Lissie,US,Female,en,mid,0.0002471864367348126,0.0,0.0
Maxi Priest,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Blake Mills,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Don McLean,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Sampha,UK,Male,en,high,0.00029080757262919127,0.00023616061883257577,0.0
Alligatoah,DE,Male,de,low,5.816151452583825e-05,0.0,0.0
Seinabo Sey,SE,Female,en,low,2.9080757262919125e-05,0.0,0.0
Charlotte Day Wilson,CA,Female,en,high,0.0007706400674673569,0.0008553325486608555,0.00041216079353338555
Iggy Azalea,US,Female,en,high,0.000465292116206706,8.888692627967726e-05,0.0
Otis Rush,US,Male,en,low,4.362113589437869e-05,0.00015531146292325598,0.0
Sylvaine,NO,Female,en,low,7.270189315729782e-05,0.0,0.0
B.B. King,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Unlike Pluto,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
George Strait,US,Male,en,mid,0.00021810567947189345,0.0,0.00024953714999782333
Erika Jayne,US,Female,en,high,0.0004507517375752465,0.0,0.0
Lucero,MX,Female,en,low,4.362113589437869e-05,0.0,0.0
Rachid Taha,FR,Male,fr,low,7.270189315729782e-05,0.0,0.0
Toni Braxton,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Paulina Rubio,MX,Female,es,low,4.362113589437869e-05,0.0,0.0
Gold Panda,UK,Male,no_lyrics,mid,0.00021810567947189345,0.0,9.653414698596486e-05
Greta Isaac,UK,Female,en,low,5.816151452583825e-05,0.0,0.0
Jacob Collier,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Amelia Lily,UK,Female,en,low,1.4540378631459563e-05,0.0,0.0
Susan Tedeschi,US,Female,en,mid,0.00018902492220897432,9.653414698596486e-05,0.0
Jason Aldean,US,Male,en,mid,0.00014540378631459563,0.0,0.0
Taylor Dayne,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Nancy Sinatra,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
Lauren Daigle,US,Female,en,high,0.0005525343879954634,7.511816718184699e-05,0.0
Eric Paslay,US,Male,en,mid,0.00014540378631459563,0.0,9.653414698596486e-05
Candi Staton,US,Female,en,mid,0.0002471864367348126,0.0,0.0
Lee Hazlewood,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Sara Gazarek,US,Female,en,low,7.270189315729782e-05,0.0,0.0
King Tubby,US,Other,no_lyrics,low,4.362113589437869e-05,0.0,9.653414698596486e-05
Adrianne Lenker,US,Female,en,high,0.000567074766626923,8.888692627967726e-05,0.0
James Tillman,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
bsd.u,CA,Male,0,low,1.4540378631459563e-05,0.0,0.0
schafter,PL,Male,pl,low,4.362113589437869e-05,0.0,0.0
emune,US,Male,no_lyrics,mid,0.00013086340768313608,0.0,0.0
Hana Vu,US,Female,en,mid,0.0002762671939977317,0.0,0.0
Lotte Kestner,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Keshi,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Hoodie Allen,US,Male,en,mid,0.00014540378631459563,0.00024953714999782333,0.0
Waldeck,AT,Male,en,high,0.00029080757262919127,0.0005712067129196282,0.00024953714999782333
Bo En,UK,Male,en,low,7.270189315729782e-05,0.0,0.0
serpentwithfeet,US,Male,0,low,1.4540378631459563e-05,0.0,0.0
Girl In Red,NO,Female,en,high,0.0010469072614650886,0.0003193165563847802,0.0
